d_model, num_layers, num_heads, batch_size, learning_rate, train_flops, loss
1024,2,2,128,0.001,10000000000000,10.542559516525268
928,14,14,256,0.001,10000000000000.0,10.543333482742309
928,14,14,256,0.001,10000000000000.0,10.543333482742309
928,14,14,256,0.001,10000000000000.0,10.543333482742309
928,14,14,256,0.001,10000000000000.0,10.543333482742309
928,14,14,256,0.001,10000000000000,10.543333482742309
928,14,14,256,0.001,10000000000000,10.543333482742309
928,14,14,256,0.001,10000000000000,10.543333482742309
928,14,14,256,0.001,10000000000000,10.543333482742309
928,14,14,256,0.001,10000000000000,10.543333482742309
928,14,14,256,0.001,10000000000000,10.543333482742309
928,14,14,256,0.001,10000000000000,10.543333482742309
928,14,14,256,0.001,10000000000000,10.543333482742309
928,14,14,256,0.001,10000000000000,10.543333482742309
928,14,14,256,0.001,10000000000000,10.543333482742309
951,16,14,128,0.0001,10000000000000,10.541300649642944
951,16,14,128,0.0001,10000000000000,10.541300649642944
951,16,14,128,0.0001,10000000000000,10.541300649642944
952,17,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
952,17,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
952,17,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
959,18,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
919,13,16,128,0.0001,10000000000000,10.541300649642944
928,14,14,256,0.001,10000000000000,10.543333482742309
952,17,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
959,18,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
919,13,16,128,0.0001,10000000000000,10.541300649642944
928,14,14,256,0.001,10000000000000,10.543333482742309
952,17,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
959,18,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
919,13,16,128,0.0001,10000000000000,10.541300649642944
928,14,14,256,0.001,10000000000000,10.543333482742309
952,17,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
959,18,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
919,13,16,128,0.0001,10000000000000,10.541300649642944
928,14,14,256,0.001,10000000000000,10.543333482742309
952,17,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
959,18,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
919,13,16,128,0.0001,10000000000000,10.541300649642944
928,14,14,256,0.001,10000000000000,10.543333482742309
952,17,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
959,18,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
919,13,16,128,0.0001,10000000000000,10.541300649642944
928,14,14,256,0.001,10000000000000,10.543333482742309
952,17,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
959,18,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
919,13,16,128,0.0001,10000000000000,10.541300649642944
928,14,14,256,0.001,10000000000000,10.543333482742309
952,17,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
959,18,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
919,13,16,128,0.0001,10000000000000,10.541300649642944
928,14,14,256,0.001,10000000000000,10.543333482742309
952,17,15,128,0.0001,10000000000000,10.541229057312012
927,13,13,256,0.001,10000000000000,10.543333482742309
958,17,14,128,0.0001,10000000000000,10.541229057312012
926,12,12,256,0.001,10000000000000,10.545816946029664
917,11,14,128,0.0001,10000000000000,10.541300649642944
928,14,14,256,0.001,10000000000000,10.543333482742309
952,17,15,128,0.0001,10000000000000,10.541229057312012
928,14,14,256,0.001,10000000000000,10.543333482742309
952,17,15,128,0.0001,10000000000000,10.541229057312012
194,14,14,256,0.001,10000000000000,10.544493228912353
204,15,11,128,0.0001,10000000000000,10.546306355942038
194,14,14,256,0.001,10000000000000,10.544493228912353
204,15,11,128,0.0001,10000000000000,10.546306355942038
204,15,13,128,0.0001,10000000000000,10.540584328784611
214,14,14,256,0.001,10000000000000,10.544493228912353
214,14,14,256,0.001,10000000000000,10.544493228912353
234,12,13,128,0.0001,10000000000000,10.540822411762655
204,15,15,256,0.001,10000000000000,10.544493228912353
224,14,13,128,0.0001,10000000000000,10.540822411762655
194,16,16,256,0.001,10000000000000,10.544493228912353
224,13,15,128,0.0001,10000000000000,10.540584328784611
184,17,16,256,0.001,10000000000000,10.541376672425272
204,14,14,128,0.0001,10000000000000,10.540443168391853
174,18,16,256,0.001,10000000000000,10.541376672425272
194,21,13,128,0.0001,10000000000000,10.539619230114399
164,17,16,256,0.001,10000000000000,10.540597166314125
184,16,13,128,0.0001,10000000000000,10.53987473915848
154,18,16,256,0.001,10000000000000,10.540597166314125
184,19,15,128,0.0001,10000000000000,10.537110777071414
144,17,16,256,0.001,10000000000000,10.540597166314125
134,15,15,128,0.0001,10000000000000,10.543700182365997
184,17,16,256,0.001,10000000000000,10.541376672425272
214,17,16,128,0.0001,10000000000000,10.540822411762655
174,17,16,256,0.001,10000000000000,10.541376672425272
184,17,16,256,0.0001,10000000000000,10.541452592824193
184,17,16,256,0.0001,10000000000000,10.541452592824193
174,18,14,128,0.0001,10000000000000,10.539845996368255
194,16,16,256,0.0001,10000000000000,10.539252504605502
174,19,13,256,0.001,10000000000000,10.541249890708922
184,17,15,256,0.001,10000000000000,10.541376672425272
174,14,12,256,0.0001,10000000000000,10.538482641443252
194,18,16,256,0.001,10000000000000,10.544458935737612
204,15,15,256,0.0001,10000000000000,10.539252504605502
184,19,16,256,0.001,10000000000000,10.541249890708922
194,21,14,256,0.0001,10000000000000,10.539286810510843
174,18,16,256,0.001,10000000000000,10.541376672425272
204,19,15,128,0.001,10000000000000,10.545393156528473
184,19,15,128,0.001,10000000000000,10.540776486607264
154,21,15,128,0.0001,10000000000000,10.536969616678652
194,18,15,128,0.001,10000000000000,10.545633975219726
224,21,14,128,0.0001,10000000000000,10.538309782062951
928,16,16,256,0.0001,10000000000000,10.541555480957031
931,16,16,128,0.0001,10000000000000,10.541300649642944
927,16,16,256,0.0001,10000000000000,10.541555480957031
928,16,16,256,0.0001,10000000000000,10.541555480957031
927,16,16,256,0.0001,10000000000000,10.541555480957031
926,17,14,128,0.0001,10000000000000,10.541229057312012
928,15,16,256,0.0001,10000000000000,10.541555480957031
926,18,13,256,0.001,10000000000000,10.543230390548706
927,16,15,256,0.001,10000000000000,10.54341263771057
926,13,12,256,0.0001,10000000000000,10.539968814849853
928,17,16,256,0.001,10000000000000,10.543230390548706
929,14,15,256,0.0001,10000000000000,10.54169729232788
927,18,16,256,0.001,10000000000000,10.543230390548706
928,20,14,256,0.0001,10000000000000,10.541471929550172
926,17,16,256,0.001,10000000000000,10.543230390548706
929,18,15,128,0.001,10000000000000,10.542788346481323
925,16,16,256,0.001,10000000000000,10.54341263771057
922,18,16,128,0.0001,10000000000000,10.541229057312012
926,15,16,256,0.001,10000000000000,10.54341263771057
929,18,15,128,0.0001,10000000000000,10.541229057312012
925,14,16,256,0.001,10000000000000,10.543333482742309
927,17,13,128,0.001,10000000000000,10.542788346481323
924,13,16,256,0.001,10000000000000,10.543333482742309
922,16,14,256,0.001,10000000000000,10.54341263771057
923,14,15,256,0.001,10000000000000,10.543333482742309
920,13,16,256,0.001,10000000000000,10.543333482742309
923,14,15,256,0.001,10000000000000,10.543333482742309
922,15,14,128,0.0001,10000000000000,10.541300649642944
924,13,16,256,0.001,10000000000000,10.543333482742309
927,14,14,256,0.0001,10000000000000,10.54169729232788
923,12,16,256,0.001,10000000000000,10.543333482742309
920,13,16,256,0.001,10000000000000,10.543333482742309
923,12,16,256,0.001,10000000000000,10.543333482742309
922,10,14,128,0.001,10000000000000,10.543300428390502
924,13,16,256,0.001,10000000000000,10.543333482742309
925,15,15,256,0.001,10000000000000,10.54341263771057
925,14,15,256,0.001,10000000000000,10.543333482742309
922,16,13,128,0.001,10000000000000,10.542970593643188
926,13,16,256,0.001,10000000000000,10.543333482742309
929,10,16,256,0.001,10000000000000,10.54366701221466
927,12,16,256,0.001,10000000000000,10.543333482742309
930,10,16,256,0.0001,10000000000000,10.542461681365968
926,13,16,256,0.001,10000000000000,10.543333482742309
926,15,15,128,0.0001,10000000000000,10.541300649642944
926,12,16,256,0.001,10000000000000,10.543333482742309
927,9,16,256,0.001,10000000000000,10.54366701221466
927,11,16,256,0.001,10000000000000,10.543333482742309
925,8,15,128,0.001,10000000000000,10.541394195556641
928,12,16,256,0.001,10000000000000,10.543333482742309
927,15,14,256,0.0001,10000000000000,10.541555480957031
929,11,16,256,0.001,10000000000000,10.543333482742309
932,8,13,128,0.001,10000000000000,10.541394195556641
928,12,16,256,0.001,10000000000000,10.543333482742309
925,15,13,128,0.001,10000000000000,10.542970593643188
929,11,16,256,0.001,10000000000000,10.543333482742309
931,9,13,256,0.001,10000000000000,10.54366701221466
930,10,15,256,0.001,10000000000000,10.54366701221466
929,13,12,128,0.001,10000000000000,10.547317790985108
929,11,14,128,0.001,10000000000000,10.542812995910644
927,9,16,128,0.0001,10000000000000,10.542799806594848
930,12,13,128,0.001,10000000000000,10.542812995910644
928,14,16,128,0.001,10000000000000,10.542812995910644
930,12,13,128,0.001,10000000000000,10.542812995910644
931,12,14,128,0.0001,10000000000000,10.541300649642944
929,12,12,128,0.001,10000000000000,10.547317790985108
926,10,9,256,0.0001,10000000000000,10.539414463043213
930,13,13,128,0.001,10000000000000,10.542812995910644
930,11,10,256,0.001,10000000000000,10.546058130264282
930,12,12,256,0.001,10000000000000,10.545816946029664
931,9,14,256,0.001,10000000000000,10.54366701221466
929,13,11,256,0.001,10000000000000,10.545816946029664
928,12,13,256,0.001,10000000000000,10.543333482742309
930,14,10,256,0.001,10000000000000,10.546058130264282
932,16,8,128,0.001,10000000000000,10.54759183883667
931,15,9,128,0.001,10000000000000,10.54759183883667
934,13,8,256,0.001,10000000000000,10.5461176776886
930,16,10,128,0.001,10000000000000,10.547532291412354
931,16,12,128,0.001,10000000000000,10.547317790985108
929,16,9,128,0.001,10000000000000,10.54759183883667
929,18,9,256,0.0001,10000000000000,10.540183143615723
929,15,9,128,0.001,10000000000000,10.54759183883667
929,18,11,256,0.001,10000000000000,10.545634698867797
929,14,8,128,0.001,10000000000000,10.54759183883667
930,16,5,256,0.001,10000000000000,10.546114044189453
928,13,9,128,0.001,10000000000000,10.54759183883667
927,15,6,256,0.001,10000000000000,10.546136512756348
929,12,10,128,0.001,10000000000000,10.547532291412354
927,15,10,256,0.0001,10000000000000,10.539905195236207
930,11,10,128,0.001,10000000000000,10.547532291412354
932,10,11,128,0.0001,10000000000000,10.539208898544311
929,12,9,128,0.001,10000000000000,10.54759183883667
929,14,9,128,0.001,10000000000000,10.54759183883667
929,12,9,128,0.001,10000000000000,10.54759183883667
930,10,11,256,0.001,10000000000000,10.543981524467467
928,13,8,128,0.001,10000000000000,10.54759183883667
926,11,10,256,0.0001,10000000000000,10.540297870635987
929,14,7,128,0.001,10000000000000,10.54759183883667
931,16,8,256,0.001,10000000000000,10.5461176776886
928,13,6,128,0.001,10000000000000,10.547159676647187
928,16,8,256,0.001,10000000000000,10.5461176776886
928,12,5,128,0.001,10000000000000,10.547216286754608
926,12,2,256,0.001,10000000000000,10.54649079322815
929,12,6,128,0.001,10000000000000,10.547159676647187
929,13,6,128,0.001,10000000000000,10.547159676647187
929,12,6,128,0.001,10000000000000,10.547159676647187
929,11,5,256,0.001,10000000000000,10.54622594833374
929,13,7,128,0.001,10000000000000,10.54759183883667
932,16,10,256,0.001,10000000000000,10.546058130264282
928,12,6,128,0.001,10000000000000,10.547159676647187
929,14,3,128,0.001,10000000000000,10.547199980545042
929,13,5,128,0.001,10000000000000,10.547216286754608
929,15,5,256,0.001,10000000000000,10.546114044189453
929,12,5,128,0.001,10000000000000,10.547216286754608
927,9,7,128,0.001,10000000000000,10.545139560699463
930,13,4,128,0.001,10000000000000,10.547216286754608
928,10,6,128,0.0001,10000000000000,10.548576192855835
929,12,5,128,0.0001,10000000000000,10.546785945892333
928,14,3,128,0.0001,10000000000000,10.537435884475707
930,11,6,128,0.0001,10000000000000,10.547070274353027
933,11,8,128,0.001,10000000000000,10.54759183883667
931,11,7,128,0.001,10000000000000,10.54759183883667
930,11,10,128,0.0001,10000000000000,10.540784606933594
932,11,6,128,0.001,10000000000000,10.547159676647187
930,13,7,256,0.001,10000000000000,10.5461176776886
933,10,5,128,0.001,10000000000000,10.546962699890138
936,8,4,128,0.001,10000000000000,10.543160591125488
932,11,6,128,0.001,10000000000000,10.547159676647187
929,9,8,256,0.0001,10000000000000,10.539414463043213
933,12,5,128,0.001,10000000000000,10.547216286754608
932,13,8,128,0.0001,10000000000000,10.5407182598114
934,11,4,128,0.001,10000000000000,10.547216286754608
936,13,5,256,0.0001,10000000000000,10.546602411270142
933,10,3,128,0.001,10000000000000,10.546572027206421
936,11,3,128,0.0001,10000000000000,10.537435884475707
932,9,3,128,0.001,10000000000000,10.546572027206421
933,8,2,128,0.001,10000000000000,10.547056312561034
933,8,2,128,0.001,10000000000000,10.547056312561034
932,7,4,256,0.001,10000000000000,10.541416366291045
934,9,2,128,0.001,10000000000000,10.546572027206421
933,12,2,128,0.0001,10000000000000,10.537435884475707
935,8,2,128,0.001,10000000000000,10.547056312561034
933,6,4,256,0.0001,10000000000000,10.544324655532836
936,9,2,128,0.001,10000000000000,10.546572027206421
937,7,4,128,0.0001,10000000000000,10.544632091522217
935,10,2,128,0.001,10000000000000,10.546572027206421
937,8,2,256,0.001,10000000000000,10.546177253437042
934,11,2,128,0.001,10000000000000,10.547199980545042
937,12,2,256,0.0001,10000000000000,10.537933464050292
933,10,2,128,0.001,10000000000000,10.546572027206421
936,9,4,256,0.001,10000000000000,10.546159112644196
932,11,2,128,0.001,10000000000000,10.547199980545042
929,12,5,256,0.0001,10000000000000,10.546602411270142
933,10,2,128,0.001,10000000000000,10.546572027206421
936,13,4,128,0.0001,10000000000000,10.546785945892333
934,11,3,128,0.0001,10000000000000,10.537435884475707
931,13,5,256,0.001,10000000000000,10.54622594833374
933,12,4,256,0.001,10000000000000,10.54622594833374
932,11,7,128,0.001,10000000000000,10.54759183883667
932,11,5,128,0.001,10000000000000,10.547216286754608
934,12,5,128,0.001,10000000000000,10.547216286754608
932,11,5,128,0.001,10000000000000,10.547216286754608
935,8,3,128,0.001,10000000000000,10.547056312561034
931,12,6,128,0.001,10000000000000,10.547159676647187
931,9,3,256,0.0001,10000000000000,10.538707027435303
931,13,7,128,0.001,10000000000000,10.54759183883667
931,13,10,128,0.0001,10000000000000,10.540784606933594
931,13,6,128,0.001,10000000000000,10.547159676647187
928,12,4,256,0.001,10000000000000,10.54622594833374
932,14,7,128,0.001,10000000000000,10.54759183883667
932,12,6,128,0.001,10000000000000,10.547159676647187
932,15,8,128,0.001,10000000000000,10.54759183883667
935,18,11,128,0.0001,10000000000000,10.54079984664917
931,14,7,128,0.001,10000000000000,10.54759183883667
934,16,5,128,0.0001,10000000000000,10.546785945892333
930,13,8,128,0.001,10000000000000,10.54759183883667
930,12,6,128,0.001,10000000000000,10.547159676647187
930,14,9,128,0.001,10000000000000,10.54759183883667
931,12,6,128,0.0001,10000000000000,10.547070274353027
929,15,10,128,0.001,10000000000000,10.547532291412354
929,14,11,128,0.001,10000000000000,10.547317790985108
929,16,9,128,0.001,10000000000000,10.54759183883667
930,16,7,256,0.0001,10000000000000,10.539838848114014
928,16,10,128,0.001,10000000000000,10.547532291412354
929,16,12,256,0.0001,10000000000000,10.539576139450073
927,16,9,128,0.001,10000000000000,10.54759183883667
927,18,11,128,0.001,10000000000000,10.5470412109375
927,15,8,128,0.001,10000000000000,10.54759183883667
924,14,10,256,0.0001,10000000000000,10.540297870635987
928,16,7,128,0.001,10000000000000,10.54759183883667
925,17,5,256,0.001,10000000000000,10.5459889793396
929,15,8,128,0.001,10000000000000,10.54759183883667
932,15,9,256,0.0001,10000000000000,10.539838848114014
928,15,7,128,0.001,10000000000000,10.54759183883667
925,18,4,128,0.001,10000000000000,10.547091221904754
929,14,8,128,0.001,10000000000000,10.54759183883667
927,12,5,256,0.001,10000000000000,10.54622594833374
930,15,9,128,0.001,10000000000000,10.54759183883667
933,18,9,256,0.001,10000000000000,10.545935430526733
929,14,9,128,0.001,10000000000000,10.54759183883667
932,12,12,256,0.0001,10000000000000,10.539968814849853
933,12,4,256,0.001,10000000000000,10.54622594833374
936,12,5,128,0.0001,10000000000000,10.546785945892333
934,12,5,128,0.0001,10000000000000,10.546785945892333
935,12,5,256,0.0001,10000000000000,10.546602411270142
933,12,5,128,0.0001,10000000000000,10.546785945892333
932,13,3,128,0.0001,10000000000000,10.537435884475707
932,13,3,128,0.0001,10000000000000,10.537435884475707
930,16,2,256,0.001,10000000000000,10.54649079322815
931,14,2,256,0.001,10000000000000,10.54649079322815
930,11,2,256,0.0001,10000000000000,10.537933464050292
932,15,2,256,0.001,10000000000000,10.54649079322815
933,12,4,256,0.0001,10000000000000,10.546602411270142
933,14,3,256,0.0001,10000000000000,10.537933464050292
934,16,3,256,0.0001,10000000000000,10.537708177566529
932,13,3,256,0.0001,10000000000000,10.537933464050292
935,14,4,128,0.001,10000000000000,10.547216286754608
933,14,4,128,0.001,10000000000000,10.547216286754608
930,16,5,128,0.0001,10000000000000,10.546785945892333
934,13,3,128,0.001,10000000000000,10.547199980545042
937,16,4,128,0.0001,10000000000000,10.546785945892333
933,12,2,128,0.001,10000000000000,10.547199980545042
935,15,2,128,0.001,10000000000000,10.547199980545042
933,12,2,128,0.001,10000000000000,10.547199980545042
931,15,3,256,0.001,10000000000000,10.54649079322815
934,11,2,128,0.001,10000000000000,10.547199980545042
931,10,5,128,0.0001,10000000000000,10.548362092971802
933,10,3,128,0.0001,10000000000000,10.538751010894776
934,9,2,256,0.001,10000000000000,10.545638255786896
934,9,2,256,0.001,10000000000000,10.545638255786896
937,10,4,256,0.001,10000000000000,10.546159112644196
935,10,3,256,0.001,10000000000000,10.545638255786896
936,13,5,256,0.001,10000000000000,10.54622594833374
936,11,4,256,0.001,10000000000000,10.54622594833374
935,9,3,128,0.001,10000000000000,10.546572027206421
935,10,3,128,0.001,10000000000000,10.546572027206421
936,12,4,256,0.001,10000000000000,10.54622594833374
934,9,2,128,0.001,10000000000000,10.546572027206421
931,11,3,128,0.001,10000000000000,10.547199980545042
933,10,3,128,0.001,10000000000000,10.546572027206421
936,7,6,256,0.0001,10000000000000,10.54444860458374
932,11,2,128,0.001,10000000000000,10.547199980545042
933,14,3,128,0.0001,10000000000000,10.537435884475707
931,10,2,128,0.001,10000000000000,10.546572027206421
932,9,5,256,0.0001,10000000000000,10.547849025726318
932,9,3,256,0.0001,10000000000000,10.538707027435303
929,8,6,128,0.0001,10000000000000,10.545151948928833
931,8,4,128,0.0001,10000000000000,10.545131273269654
932,10,4,128,0.001,10000000000000,10.546962699890138
932,9,4,128,0.001,10000000000000,10.546962699890138
929,11,4,128,0.001,10000000000000,10.547216286754608
931,10,4,128,0.001,10000000000000,10.546962699890138
930,13,3,256,0.0001,10000000000000,10.537933464050292
932,9,5,128,0.001,10000000000000,10.546962699890138
935,6,2,128,0.001,10000000000000,10.547659022521973
933,8,4,128,0.001,10000000000000,10.543160591125488
930,11,6,128,0.001,10000000000000,10.547159676647187
932,9,5,128,0.001,10000000000000,10.546962699890138
929,11,3,128,0.0001,10000000000000,10.537435884475707
933,8,6,128,0.001,10000000000000,10.542891883850098
930,7,9,128,0.001,10000000000000,10.545295505523681
932,7,7,128,0.001,10000000000000,10.545295505523681
933,4,5,128,0.001,10000000000000,10.541348218917847
931,8,8,128,0.001,10000000000000,10.544847240447998
